cusip,issuer,class,status,cusip6,cusip8,cusip9
74374N 95 2  ,PROVENTION BIO INC,PUT,,74374N,74374N95,74374N952
743815 10 2 *,PROVIDENCE SVC CORP,COM,,743815,74381510,743815102
743815 90 2  ,PROVIDENCE SVC CORP,CALL,,743815,74381590,743815902
743815 95 2  ,PROVIDENCE SVC CORP,PUT,,743815,74381595,743815952
74383L 10 5,PROVIDENT BANCORP INC,COM NEW,,74383L,74383L10,74383L105
74386T 10 5 *,PROVIDENT FINL SVCS INC,COM,,74386T,74386T10,74386T105
74386T 90 5  ,PROVIDENT FINL SVCS INC,CALL,,74386T,74386T90,74386T905
74386T 95 5  ,PROVIDENT FINL SVCS INC,PUT,,74386T,74386T95,74386T955
743868 10 1,PROVIDENT FINL HLDGS INC,COM,,743868,74386810,743868101
74431A 10 1,PRUDENTIAL BANCORP INC NEW,COM,,74431A,74431A10,74431A101
744320 10 2 *,PRUDENTIAL FINL INC,COM,,744320,74432010,744320102
744320 90 2  ,PRUDENTIAL FINL INC,CALL,,744320,74432090,744320902
744320 95 2  ,PRUDENTIAL FINL INC,PUT,,744320,74432095,744320952
74435K 20 4 *,PRUDENTIAL PLC,ADR,,74435K,74435K20,74435K204
74435K 90 4  ,PRUDENTIAL PLC,CALL,,74435K,74435K90,74435K904
74435K 95 4  ,PRUDENTIAL PLC,PUT,,74435K,74435K95,74435K954
744375 20 5,PSYCHEMEDICS CORP,COM NEW,,744375,74437520,744375205
744573 10 6 *,PUBLIC SVC ENTERPRISE GRP IN,COM,,744573,74457310,744573106
744573 90 6  ,PUBLIC SVC ENTERPRISE GRP IN,CALL,,744573,74457390,744573906
744573 95 6  ,PUBLIC SVC ENTERPRISE GRP IN,PUT,,744573,74457395,744573956
74460D 10 9 *,PUBLIC STORAGE,COM,,74460D,74460D10,74460D109
74460D 90 9  ,PUBLIC STORAGE,CALL,,74460D,74460D90,74460D909
74460D 95 9  ,PUBLIC STORAGE,PUT,,74460D,74460D95,74460D959
74584P 20 2 *,PULMATRIX INC,COM NEW,,74584P,74584P20,74584P202
74584P 90 2  ,PULMATRIX INC,CALL,,74584P,74584P90,74584P902
74584P 95 2  ,PULMATRIX INC,PUT,,74584P,74584P95,74584P952
745867 10 1 *,PULTE GROUP INC,COM,,745867,74586710,745867101
745867 90 1  ,PULTE GROUP INC,CALL,,745867,74586790,745867901
745867 95 1  ,PULTE GROUP INC,PUT,,745867,74586795,745867951
74587B 10 1 *,PULSE BIOSCIENCES INC,COM,,74587B,74587B10,74587B101
74587B 90 1  ,PULSE BIOSCIENCES INC,CALL,,74587B,74587B90,74587B901
74587B 95 1  ,PULSE BIOSCIENCES INC,PUT,,74587B,74587B95,74587B951
74587V 10 7 *,PUMA BIOTECHNOLOGY INC,COM,,74587V,74587V10,74587V107
74587V 90 7  ,PUMA BIOTECHNOLOGY INC,CALL,,74587V,74587V90,74587V907
74587V 95 7  ,PUMA BIOTECHNOLOGY INC,PUT,,74587V,74587V95,74587V957
74621Q 10 6,PURE ACQUISITION CORP,ACL,DELETED,74621Q,74621Q10,74621Q106
74621Q 11 4,PURE ACQUISITION CORP,04/17/202EXP*W,DELETED,74621Q,74621Q11,74621Q114
74621Q 20 5,PURE ACQUISITION CORP,04/13/2023UNIT,DELETED,74621Q,74621Q20,74621Q205
746228 30 3 *,PURECYCLE CORP,COM NEW,,746228,74622830,746228303
746228 90 3  ,PURECYCLE CORP,CALL,,746228,74622890,746228903
746228 95 3  ,PURECYCLE CORP,PUT,,746228,74622895,746228953
74624M AB 8,PURE STORAGE INC,NOTE  0.125% 4/1,,74624M,74624MAB,74624MAB8
74624M 10 2 *,PURE STORAGE INC,CL A,,74624M,74624M10,74624M102
74624M 90 2  ,PURE STORAGE INC,CALL,,74624M,74624M90,74624M902
74624M 95 2  ,PURE STORAGE INC,PUT,,74624M,74624M95,74624M952
74640Y 10 6 *,PURPLE INNOVATION INC,COM,,74640Y,74640Y10,74640Y106
74640Y 90 6  ,PURPLE INNOVATION INC,CALL,,74640Y,74640Y90,74640Y906
74640Y 95 6  ,PURPLE INNOVATION INC,PUT,,74640Y,74640Y95,74640Y956
74640Y 11 4,PURPLE INNOVATION INC,02/02/202EXP*W,ADDED,74640Y,74640Y11,74640Y114
746823 10 3,PUTNAM MANAGED MUN INCOME TR,COM,,746823,74682310,746823103
746853 10 0,PUTNAM PREMIER INCOME TR,SH BEN INT,,746853,74685310,746853100
746909 10 0,PUTNAM MASTER INTER INCOME T,SH BEN INT,,746909,74690910,746909100
746922 10 3,PUTNAM MUN OPPORTUNITIES TR,SH BEN INT,,746922,74692210,746922103
74704P 10 8 *,PUXIN LTD,ADS,,74704P,74704P10,74704P108
74704P 90 8  ,PUXIN LTD,CALL,,74704P,74704P90,74704P908
74704P 95 8  ,PUXIN LTD,PUT,,74704P,74704P95,74704P958
74727A 10 4 *,QCR HOLDINGS INC,COM,,74727A,74727A10,74727A104
74727A 90 4  ,QCR HOLDINGS INC,CALL,,74727A,74727A90,74727A904
74727A 95 4  ,QCR HOLDINGS INC,PUT,,74727A,74727A95,74727A954
74727D 20 7,QAD INC,CL B,,74727D,74727D20,74727D207
74727D 30 6 *,QAD INC,CL A,,74727D,74727D30,74727D306
74727D 90 6  ,QAD INC,CALL,,74727D,74727D90,74727D906
74727D 95 6  ,QAD INC,PUT,,74727D,74727D95,74727D956
747301 10 9 *,QUAD / GRAPHICS INC,COM CL A,,747301,74730110,747301109
747301 90 9  ,QUAD / GRAPHICS INC,CALL,,747301,74730190,747301909
747301 95 9  ,QUAD / GRAPHICS INC,PUT,,747301,74730195,747301959
74731Q 10 3 *,PZENA INVESTMENT MGMT INC,CLASS A,,74731Q,74731Q10,74731Q103
74731Q 90 3  ,PZENA INVESTMENT MGMT INC,CALL,,74731Q,74731Q90,74731Q903
74731Q 95 3  ,PZENA INVESTMENT MGMT INC,PUT,,74731Q,74731Q95,74731Q953
747316 10 7 *,QUAKER CHEM CORP,COM,,747316,74731610,747316107
747316 90 7  ,QUAKER CHEM CORP,CALL,,747316,74731690,747316907
747316 95 7  ,QUAKER CHEM CORP,PUT,,747316,74731695,747316957
74733V 10 0 *,QEP RESOURCES INC,COM,,74733V,74733V10,74733V100
74733V 90 0  ,QEP RESOURCES INC,CALL,,74733V,74733V90,74733V900
74733V 95 0  ,QEP RESOURCES INC,PUT,,74733V,74733V95,74733V950
74735M 10 8 *,QIWI PLC,SPON ADR REP B,,74735M,74735M10,74735M108
74735M 90 8  ,QIWI PLC,CALL,,74735M,74735M90,74735M908
74735M 95 8  ,QIWI PLC,PUT,,74735M,74735M95,74735M958
74736A 10 3 *,QTS RLTY TR INC,COM CL A,,74736A,74736A10,74736A103
74736A 90 3  ,QTS RLTY TR INC,CALL,,74736A,74736A90,74736A903
74736A 95 3  ,QTS RLTY TR INC,PUT,,74736A,74736A95,74736A953
74736A 30 1,QTS RLTY TR INC,6.50% CON PFD B,,74736A,74736A30,74736A301
74736K 10 1 *,QORVO INC,COM,,74736K,74736K10,74736K101
74736K 90 1  ,QORVO INC,CALL,,74736K,74736K90,74736K901
74736K 95 1  ,QORVO INC,PUT,,74736K,74736K95,74736K951
74736L AB 5,Q2 HLDGS INC,NOTE  0.750% 2/1,,74736L,74736LAB,74736LAB5
74736L AD 1,Q2 HLDGS INC,NOTE  0.750% 6/0,,74736L,74736LAD,74736LAD1
74736L 10 9 *,Q2 HLDGS INC,COM,,74736L,74736L10,74736L109
74736L 90 9  ,Q2 HLDGS INC,CALL,,74736L,74736L90,74736L909
74736L 95 9  ,Q2 HLDGS INC,PUT,,74736L,74736L95,74736L959
74738J 10 2,Q&K INTL GROUP LTD,SPONSORED ADS,,74738J,74738J10,74738J102
747525 10 3 *,QUALCOMM INC,COM,,747525,74752510,747525103
747525 90 3  ,QUALCOMM INC,CALL,,747525,74752590,747525903
747525 95 3  ,QUALCOMM INC,PUT,,747525,74752595,747525953
74754R 10 3,QUALIGEN THERAPEUTICS INC,COM,,74754R,74754R10,74754R103
74758T 30 3 *,QUALYS INC,COM,,74758T,74758T30,74758T303
74758T 90 3  ,QUALYS INC,CALL,,74758T,74758T90,74758T903
74758T 95 3  ,QUALYS INC,PUT,,74758T,74758T95,74758T953
747619 10 4 *,QUANEX BUILDING PRODUCTS COR,COM,,747619,74761910,747619104
747619 90 4  ,QUANEX BUILDING PRODUCTS COR,CALL,,747619,74761990,747619904
747619 95 4  ,QUANEX BUILDING PRODUCTS COR,PUT,,747619,74761995,747619954
74762E 10 2 *,QUANTA SVCS INC,COM,,74762E,74762E10,74762E102
74762E 90 2  ,QUANTA SVCS INC,CALL,,74762E,74762E90,74762E902
74762E 95 2  ,QUANTA SVCS INC,PUT,,74762E,74762E95,74762E952
74766Q 10 1,QUANTERIX CORP,COM,,74766Q,74766Q10,74766Q101
747798 AB 2,QUDIAN INC,7/01.000%NOTE,ADDED,747798,747798AB,747798AB2
747798 10 6 *,QUDIAN INC,ADR,,747798,74779810,747798106
747798 90 6  ,QUDIAN INC,CALL,,747798,74779890,747798906
747798 95 6  ,QUDIAN INC,PUT,,747798,74779895,747798956
747906 50 1 *,QUANTUM CORP,COM NEW,,747906,74790650,747906501
747906 90 1  ,QUANTUM CORP,CALL,,747906,74790690,747906901
747906 95 1  ,QUANTUM CORP,PUT,,747906,74790695,747906951
74834L 10 0 *,QUEST DIAGNOSTICS INC,COM,,74834L,74834L10,74834L100
74834L 90 0  ,QUEST DIAGNOSTICS INC,CALL,,74834L,74834L90,74834L900
74834L 95 0  ,QUEST DIAGNOSTICS INC,PUT,,74834L,74834L95,74834L950
74836W 20 3,QUEST RESOURCE HLDG CORP,COM NEW,,74836W,74836W20,74836W203
74837P 40 5 *,QUICKLOGIC CORP,COM NEW,,74837P,74837P40,74837P405
74837P 90 5  ,QUICKLOGIC CORP,CALL,,74837P,74837P90,74837P905
74837P 95 5  ,QUICKLOGIC CORP,PUT,,74837P,74837P95,74837P955
74838J AA 9,QUIDEL CORP,NOTE  3.250%12/1,,74838J,74838JAA,74838JAA9
74838J 10 1 *,QUIDEL CORP,COM,,74838J,74838J10,74838J101
74838J 90 1  ,QUIDEL CORP,CALL,,74838J,74838J90,74838J901
74838J 95 1  ,QUIDEL CORP,PUT,,74838J,74838J95,74838J951
74841Q 10 0,QUHUO LTD,ADS,ADDED,74841Q,74841Q10,74841Q100
74874Q 10 0 *,QUINSTREET INC,COM,,74874Q,74874Q10,74874Q100
74874Q 90 0  ,QUINSTREET INC,CALL,,74874Q,74874Q90,74874Q900
74874Q 95 0  ,QUINSTREET INC,PUT,,74874Q,74874Q95,74874Q950
74875T 10 3,QUINTANA ENERGY SVCS INC,COM,DELETED,74875T,74875T10,74875T103
749063 10 3 *,QUMU CORP,COM,,749063,74906310,749063103
749063 90 3  ,QUMU CORP,CALL,,749063,74906390,749063903
749063 95 3  ,QUMU CORP,PUT,,749063,74906395,749063953
749119 AB 9,QUOTIENT TECHNOLOGY INC,NOTE  1.750%12/0,,749119,749119AB,749119AB9
749119 10 3 *,QUOTIENT TECHNOLOGY INC,COM,,749119,74911910,749119103
749119 90 3  ,QUOTIENT TECHNOLOGY INC,CALL,,749119,74911990,749119903
749119 95 3  ,QUOTIENT TECHNOLOGY INC,PUT,,749119,74911995,749119953
74915J 10 7 *,QUTOUTIAO INC,ADS REP SHS A,,74915J,74915J10,74915J107
74915J 90 7  ,QUTOUTIAO INC,CALL,,74915J,74915J90,74915J907
74915J 95 7  ,QUTOUTIAO INC,PUT,,74915J,74915J95,74915J957
74915M 10 0 *,QURATE RETAIL INC,COM SER A,,74915M,74915M10,74915M100
74915M 90 0  ,QURATE RETAIL INC,CALL,,74915M,74915M90,74915M900
74915M 95 0  ,QURATE RETAIL INC,PUT,,74915M,74915M95,74915M950
74915M 20 9,QURATE RETAIL INC,COM SER B,,74915M,74915M20,74915M209
74930B 10 5,RBB BANCORP,COM,,74930B,74930B10,74930B105
74933W 60 1,RBB FD INC,MOTLEY FOL ETF,,74933W,74933W60,74933W601
74933W 87 4,RBB FD INC,MFAM SMLCP GRWTH,,74933W,74933W87,74933W874
74933X 10 4,RA MED SYS INC,COM,,74933X,74933X10,74933X104
74934Q 10 8 *,RCI HOSPITALITY HLDGS INC,COM,,74934Q,74934Q10,74934Q108
74934Q 90 8  ,RCI HOSPITALITY HLDGS INC,CALL,,74934Q,74934Q90,74934Q908
74934Q 95 8  ,RCI HOSPITALITY HLDGS INC,PUT,,74934Q,74934Q95,74934Q958
749360 40 0 *,RCM TECHNOLOGIES INC,COM NEW,,749360,74936040,749360400
749360 90 0  ,RCM TECHNOLOGIES INC,CALL,,749360,74936090,749360900
749360 95 0  ,RCM TECHNOLOGIES INC,PUT,,749360,74936095,749360950
749397 10 5 *,R1 RCM INC,COM,,749397,74939710,749397105
749397 90 5  ,R1 RCM INC,CALL,,749397,74939790,749397905
749397 95 5  ,R1 RCM INC,PUT,,749397,74939795,749397955
749527 10 7 *,REV GROUP INC,COM,,749527,74952710,749527107
749527 90 7  ,REV GROUP INC,CALL,,749527,74952790,749527907
749527 95 7  ,REV GROUP INC,PUT,,749527,74952795,749527957
74955L 10 3,RGC RES INC,COM,,74955L,74955L10,74955L103
749552 10 5 *,RF INDS LTD,COM PAR $0.01,,749552,74955210,749552105
749552 90 5  ,RF INDS LTD,CALL,,749552,74955290,749552905
749552 95 5  ,RF INDS LTD,PUT,,749552,74955295,749552955
749607 10 7 *,RLI CORP,COM,,749607,74960710,749607107
749607 90 7  ,RLI CORP,CALL,,749607,74960790,749607907
749607 95 7  ,RLI CORP,PUT,,749607,74960795,749607957
749641 10 6,RMG ACQUISITION CORP,CL A,,749641,74964110,749641106
749641 11 4,RMG ACQUISITION CORP,*W EXP 02/21/202,,749641,74964111,749641114
749641 20 5,RMG ACQUISITION CORP,UNIT 99/99/9999,,749641,74964120,749641205
74965L 10 1 *,RLJ LODGING TR,COM,,74965L,74965L10,74965L101
74965L 90 1  ,RLJ LODGING TR,CALL,,74965L,74965L90,74965L901
74965L 95 1  ,RLJ LODGING TR,PUT,,74965L,74965L95,74965L951
74965L 20 0,RLJ LODGING TR,CUM CONV PFD A,,74965L,74965L20,74965L200
749660 10 6 *,RPC INC,COM,,749660,74966010,749660106
749660 90 6  ,RPC INC,CALL,,749660,74966090,749660906
749660 95 6  ,RPC INC,PUT,,749660,74966095,749660956
74967R 10 6,RMR GROUP INC,CL A,,74967R,74967R10,74967R106
74967X AA 1,RH,NOTE         6/1,,74967X,74967XAA,74967XAA1
74967X 10 3 *,RH,COM,,74967X,74967X10,74967X103
74967X 90 3  ,RH,CALL,,74967X,74967X90,74967X903
74967X 95 3  ,RH,PUT,,74967X,74967X95,74967X953
749685 10 3 *,RPM INTL INC,COM,,749685,74968510,749685103
749685 90 3  ,RPM INTL INC,CALL,,749685,74968590,749685903
749685 95 3  ,RPM INTL INC,PUT,,749685,74968595,749685953
74971D 10 1 *,RPT REALTY,SH BEN INT,,74971D,74971D10,74971D101
74971D 90 1  ,RPT REALTY,CALL,,74971D,74971D90,74971D901
74971D 95 1  ,RPT REALTY,PUT,,74971D,74971D95,74971D951
74975N 10 5 *,RTI SURGICAL HOLDINGS INC,COM,DELETED,74975N,74975N10,74975N105
74975N 90 5  ,RTI SURGICAL HOLDINGS INC,CALL,DELETED,74975N,74975N90,74975N905
74975N 95 5  ,RTI SURGICAL HOLDINGS INC,PUT,DELETED,74975N,74975N95,74975N955
74979W 10 1 *,RYB ED INC,ADR,,74979W,74979W10,74979W101
74979W 90 1  ,RYB ED INC,CALL,,74979W,74979W90,74979W901
74979W 95 1  ,RYB ED INC,PUT,,74979W,74979W95,74979W951
74980D 10 0 *,RTW RETAILWINDS INC,COM,DELETED,74980D,74980D10,74980D100
74980D 90 0  ,RTW RETAILWINDS INC,CALL,DELETED,74980D,74980D90,74980D900
74980D 95 0  ,RTW RETAILWINDS INC,PUT,DELETED,74980D,74980D95,74980D950
750102 10 5 *,RACKSPACE TECHNOLOGY INC,COM,ADDED,750102,75010210,750102105
750102 90 5  ,RACKSPACE TECHNOLOGY INC,CALL,ADDED,750102,75010290,750102905
750102 95 5  ,RACKSPACE TECHNOLOGY INC,PUT,ADDED,750102,75010295,750102955
750236 10 1 *,RADIAN GROUP INC,COM,,750236,75023610,750236101
750236 90 1  ,RADIAN GROUP INC,CALL,,750236,75023690,750236901
750236 95 1  ,RADIAN GROUP INC,PUT,,750236,75023695,750236951
75025X 10 0 *,RADIANT LOGISTICS INC,COM,,75025X,75025X10,75025X100
75025X 90 0  ,RADIANT LOGISTICS INC,CALL,,75025X,75025X90,75025X900
75025X 95 0  ,RADIANT LOGISTICS INC,PUT,,75025X,75025X95,75025X950
750469 AA 6,RADIUS HEALTH INC,NOTE  3.000% 9/0,,750469,750469AA,750469AA6
750469 20 7 *,RADIUS HEALTH INC,COM NEW,,750469,75046920,750469207
750469 90 7  ,RADIUS HEALTH INC,CALL,,750469,75046990,750469907
750469 95 7  ,RADIUS HEALTH INC,PUT,,750469,75046995,750469957
750491 10 2 *,RADNET INC,COM,,750491,75049110,750491102
750491 90 2  ,RADNET INC,CALL,,750491,75049190,750491902
750491 95 2  ,RADNET INC,PUT,,750491,75049195,750491952
75062E 10 6 *,RAFAEL HLDGS INC,COM CL B,,75062E,75062E10,75062E106
75062E 90 6  ,RAFAEL HLDGS INC,CALL,,75062E,75062E90,75062E906
75062E 95 6  ,RAFAEL HLDGS INC,PUT,,75062E,75062E95,75062E956
750917 AG 1,RAMBUS INC DEL,NOTE  1.375% 2/0,,750917,750917AG,750917AG1
750917 10 6 *,RAMBUS INC DEL,COM,,750917,75091710,750917106
750917 90 6  ,RAMBUS INC DEL,CALL,,750917,75091790,750917906
750917 95 6  ,RAMBUS INC DEL,PUT,,750917,75091795,750917956
751212 10 1 *,RALPH LAUREN CORP,CL A,,751212,75121210,751212101
751212 90 1  ,RALPH LAUREN CORP,CALL,,751212,75121290,751212901
751212 95 1  ,RALPH LAUREN CORP,PUT,,751212,75121295,751212951
75134P 30 3,RAMACO RES INC,COM,,75134P,75134P30,75134P303
752185 20 7,RAND CAP CORP,COM NEW,,752185,75218520,752185207
752378 10 9,RANDOLPH BANCORP INC,COM,,752378,75237810,752378109
75281A 10 9 *,RANGE RES CORP,COM,,75281A,75281A10,75281A109
75281A 90 9  ,RANGE RES CORP,CALL,,75281A,75281A90,75281A909
75281A 95 9  ,RANGE RES CORP,PUT,,75281A,75281A95,75281A959
75282U 10 4,RANGER ENERGY SVCS INC,COM CL A,,75282U,75282U10,75282U104
75321W 10 3,RANPAK HOLDINGS CORP,COM CL A,,75321W,75321W10,75321W103
75321W 11 1,RANPAK HLDGS CORP,06/03/202EXP*W,DELETED,75321W,75321W11,75321W111
753422 AB 0,RAPID7 INC,NOTE  1.250% 8/0,,753422,753422AB,753422AB0
753422 10 4 *,RAPID7 INC,COM,,753422,75342210,753422104
753422 90 4  ,RAPID7 INC,CALL,,753422,75342290,753422904
753422 95 4  ,RAPID7 INC,PUT,,753422,75342295,753422954
75382E 10 9 *,RAPT THERAPEUTICS INC,COM,,75382E,75382E10,75382E109
75382E 90 9  ,RAPT THERAPEUTICS INC,CALL,,75382E,75382E90,75382E909
75382E 95 9  ,RAPT THERAPEUTICS INC,PUT,,75382E,75382E95,75382E959
75419T 10 3 *,RATTLER MIDSTREAM LP,COM UNITS,,75419T,75419T10,75419T103
75419T 90 3  ,RATTLER MIDSTREAM LP,CALL,,75419T,75419T90,75419T903
75419T 95 3  ,RATTLER MIDSTREAM LP,PUT,,75419T,75419T95,75419T953
754198 10 9 *,RAVE RESTAURANT GROUP INC,COM,,754198,75419810,754198109
754198 90 9  ,RAVE RESTAURANT GROUP INC,CALL,,754198,75419890,754198909
754198 95 9  ,RAVE RESTAURANT GROUP INC,PUT,,754198,75419895,754198959
754212 10 8 *,RAVEN INDS INC,COM,,754212,75421210,754212108
754212 90 8  ,RAVEN INDS INC,CALL,,754212,75421290,754212908
754212 95 8  ,RAVEN INDS INC,PUT,,754212,75421295,754212958
754730 10 9 *,RAYMOND JAMES FINL INC,COM,,754730,75473010,754730109
754730 90 9  ,RAYMOND JAMES FINL INC,CALL,,754730,75473090,754730909
754730 95 9  ,RAYMOND JAMES FINL INC,PUT,,754730,75473095,754730959
754907 10 3 *,RAYONIER INC,COM,,754907,75490710,754907103
754907 90 3  ,RAYONIER INC,CALL,,754907,75490790,754907903
754907 95 3  ,RAYONIER INC,PUT,,754907,75490795,754907953
75508B 10 4 *,RAYONIER ADVANCED MATLS INC,COM,,75508B,75508B10,75508B104
75508B 90 4  ,RAYONIER ADVANCED MATLS INC,CALL,,75508B,75508B90,75508B904
75508B 95 4  ,RAYONIER ADVANCED MATLS INC,PUT,,75508B,75508B95,75508B954
75513E 10 1 *,RAYTHEON TECHNOLOGIES CORP,COM,,75513E,75513E10,75513E101
75513E 90 1  ,RAYTHEON TECHNOLOGIES CORP,CALL,,75513E,75513E90,75513E901
75513E 95 1  ,RAYTHEON TECHNOLOGIES CORP,PUT,,75513E,75513E95,75513E951
75524B 10 4 *,RBC BEARINGS INC,COM,,75524B,75524B10,75524B104
75524B 90 4  ,RBC BEARINGS INC,CALL,,75524B,75524B90,75524B904
75524B 95 4  ,RBC BEARINGS INC,PUT,,75524B,75524B95,75524B954
75524W 10 8 *,RE MAX HLDGS INC,CL A,,75524W,75524W10,75524W108
75524W 90 8  ,RE MAX HLDGS INC,CALL,,75524W,75524W90,75524W908
75524W 95 8  ,RE MAX HLDGS INC,PUT,,75524W,75524W95,75524W958
755408 10 1 *,READING INTERNATIONAL INC,CL A,,755408,75540810,755408101
755408 90 1  ,READING INTERNATIONAL INC,CALL,,755408,75540890,755408901
755408 95 1  ,READING INTERNATIONAL INC,PUT,,755408,75540895,755408951
755408 20 0,READING INTERNATIONAL INC,CL B,,755408,75540820,755408200
75574U 10 1 *,READY CAPITAL CORP,COM,,75574U,75574U10,75574U101
75574U 90 1  ,READY CAPITAL CORP,CALL,,75574U,75574U90,75574U901
75574U 95 1  ,READY CAPITAL CORP,PUT,,75574U,75574U95,75574U951
75574U 20 0,READY CAPITAL CORP,7% CN SR NT 2023,,75574U,75574U20,75574U200
75605A 10 8,REALITY SHS ETF TR,ETFDIVS,DELETED,75605A,75605A10,75605A108
75605A 40 5,REALITY SHS ETF TR,DIVCN LDRS ETF,,75605A,75605A40,75605A405
75605A 50 4,REALITY SHS ETF TR,DIVCN DIVD ETF,,75605A,75605A50,75605A504
75605A 70 2 *,REALITY SHS ETF TR,NSD NXGN ECO ETF,,75605A,75605A70,75605A702
75605A 90 2  ,REALITY SHS ETF TR,CALL,,75605A,75605A90,75605A902
75605A 95 2  ,REALITY SHS ETF TR,PUT,,75605A,75605A95,75605A952
75605L 70 8 *,REALNETWORKS INC,COM NEW,,75605L,75605L70,75605L708
75605L 90 8  ,REALNETWORKS INC,CALL,,75605L,75605L90,75605L908
75605L 95 8  ,REALNETWORKS INC,PUT,,75605L,75605L95,75605L958
75605Y 10 6 *,REALOGY HLDGS CORP,COM,,75605Y,75605Y10,75605Y106
75605Y 90 6  ,REALOGY HLDGS CORP,CALL,,75605Y,75605Y90,75605Y906
75605Y 95 6  ,REALOGY HLDGS CORP,PUT,,75605Y,75605Y95,75605Y956
75606N AB 5,REALPAGE INC,NOTE  1.500%11/1,,75606N,75606NAB,75606NAB5
75606N AC 3,REALPAGE INC,NOTE  1.500% 5/1,,75606N,75606NAC,75606NAC3
75606N 10 9 *,REALPAGE INC,COM,,75606N,75606N10,75606N109
75606N 90 9  ,REALPAGE INC,CALL,,75606N,75606N90,75606N909
75606N 95 9  ,REALPAGE INC,PUT,,75606N,75606N95,75606N959
756109 10 4 *,REALTY INCOME CORP,COM,,756109,75610910,756109104
756109 90 4  ,REALTY INCOME CORP,CALL,,756109,75610990,756109904
756109 95 4  ,REALTY INCOME CORP,PUT,,756109,75610995,756109954
75615P 10 3 *,REATA PHARMACEUTICALS INC,CL A,,75615P,75615P10,75615P103
75615P 90 3  ,REATA PHARMACEUTICALS INC,CALL,,75615P,75615P90,75615P903
75615P 95 3  ,REATA PHARMACEUTICALS INC,PUT,,75615P,75615P95,75615P953
756158 10 1,REAVES UTIL INCOME FD,COM SH BEN INT,,756158,75615810,756158101
75629F 10 9 *,RECRO PHARMA INC,COM,,75629F,75629F10,75629F109
75629F 90 9  ,RECRO PHARMA INC,CALL,,75629F,75629F90,75629F909
75629F 95 9  ,RECRO PHARMA INC,PUT,,75629F,75629F95,75629F959
756764 10 6 *,RED LION HOTELS CORP,COM,,756764,75676410,756764106
756764 90 6  ,RED LION HOTELS CORP,CALL,,756764,75676490,756764906
756764 95 6  ,RED LION HOTELS CORP,PUT,,756764,75676495,756764956
75686R 20 2,RED RIVER BANCSHARES INC,COM,,75686R,75686R20,75686R202
75689M 10 1 *,RED ROBIN GOURMET BURGERS IN,COM,,75689M,75689M10,75689M101
75689M 90 1  ,RED ROBIN GOURMET BURGERS IN,CALL,,75689M,75689M90,75689M901
75689M 95 1  ,RED ROBIN GOURMET BURGERS IN,PUT,,75689M,75689M95,75689M951
75700L 10 8 *,RED ROCK RESORTS INC,CL A,,75700L,75700L10,75700L108
75700L 90 8  ,RED ROCK RESORTS INC,CALL,,75700L,75700L90,75700L908
75700L 95 8  ,RED ROCK RESORTS INC,PUT,,75700L,75700L95,75700L958
75704L 10 4,RED VIOLET INC,COM,,75704L,75704L10,75704L104
75737F AA 6,REDFIN CORP,NOTE  1.750% 7/1,,75737F,75737FAA,75737FAA6
75737F 10 8 *,REDFIN CORP,COM,,75737F,75737F10,75737F108
75737F 90 8  ,REDFIN CORP,CALL,,75737F,75737F90,75737F908
75737F 95 8  ,REDFIN CORP,PUT,,75737F,75737F95,75737F958
757468 10 3 *,REDHILL BIOPHARMA LTD,SPONSORED ADS,,757468,75746810,757468103
757468 90 3  ,REDHILL BIOPHARMA LTD,CALL,,757468,75746890,757468903
757468 95 3  ,REDHILL BIOPHARMA LTD,PUT,,757468,75746895,757468953
758075 AC 9,REDWOOD TR INC,NOTE  4.750% 8/1,,758075,758075AC,758075AC9
758075 AD 7,REDWOOD TR INC,NOTE  5.625% 7/1,,758075,758075AD,758075AD7
758075 40 2 *,REDWOOD TR INC,COM,,758075,75807540,758075402
758075 90 2  ,REDWOOD TR INC,CALL,,758075,75807590,758075902
758075 95 2  ,REDWOOD TR INC,PUT,,758075,75807595,758075952
758338 10 7 *,REEDS INC,COM,,758338,75833810,758338107
758338 90 7  ,REEDS INC,CALL,,758338,75833890,758338907
758338 95 7  ,REEDS INC,PUT,,758338,75833895,758338957
758750 10 3 *,REGAL BELOIT CORP,COM,,758750,75875010,758750103
758750 90 3  ,REGAL BELOIT CORP,CALL,,758750,75875090,758750903
758750 95 3  ,REGAL BELOIT CORP,PUT,,758750,75875095,758750953
758849 10 3 *,REGENCY CTRS CORP,COM,,758849,75884910,758849103
758849 90 3  ,REGENCY CTRS CORP,CALL,,758849,75884990,758849903
758849 95 3  ,REGENCY CTRS CORP,PUT,,758849,75884995,758849953
75886F 10 7 *,REGENERON PHARMACEUTICALS,COM,,75886F,75886F10,75886F107
75886F 90 7  ,REGENERON PHARMACEUTICALS,CALL,,75886F,75886F90,75886F907
75886F 95 7  ,REGENERON PHARMACEUTICALS,PUT,,75886F,75886F95,75886F957
758932 10 7 *,REGIS CORP MINN,COM,,758932,75893210,758932107
758932 90 7  ,REGIS CORP MINN,CALL,,758932,75893290,758932907
758932 95 7  ,REGIS CORP MINN,PUT,,758932,75893295,758932957
75901B 10 7 *,REGENXBIO INC,COM,,75901B,75901B10,75901B107
75901B 90 7  ,REGENXBIO INC,CALL,,75901B,75901B90,75901B907
75901B 95 7  ,REGENXBIO INC,PUT,,75901B,75901B95,75901B957
